Resource,Prompt,Rego intent,Difficulty,Reference output,Intent,LLM Output #0,LLM Plannable? #0,LLM Correct? #0,LLM Plan Phase Error #0,LLM OPA match phase Error #0,LLM Notes #0
aws_lightsail_database,"AWS Lightsail that creates a postgres database, which enable applying changes immediately instead of waiting for a maintiance window","package terraform.validation

default has_valid_lightsail_database = false

# Rule for aws_lightsail_database resource with specific arguments
has_valid_lightsail_database {
    some i
    resource := input.planned_values.root_module.resources[i]
    resource.type == ""aws_lightsail_database""
    resource.values.relational_database_name
    resource.values.master_database_name
    resource.values.master_password
    resource.values.master_username
    resource.values.blueprint_id == ""postgres_12""
    resource.values.bundle_id
    resource.values.apply_immediately == true
}",2,"resource ""aws_lightsail_database"" ""test"" {
  relational_database_name = ""test""
  availability_zone        = ""us-east-1a""
  master_database_name     = ""testdatabasename""
  master_password          = ""testdatabasepassword""
  master_username          = ""test""
  blueprint_id             = ""postgres_12""
  bundle_id                = ""micro_1_0""
  apply_immediately        = true
}","""have one """"aws_lightsail_database"""" resource
    with relational_database_name argument
    with master_database_name 
    with master_password
    with master_username
    with blueprint_id = postgres_12
    with bundle_id
    apply_immediately  = true"," ```hcl
provider ""aws"" {
  region = ""us-east-1""
}

resource ""aws_lightsail_instance"" ""example"" {
  name        = ""postgres-instance""
  availability_zone = ""us-east-1b""
  blueprint_id = ""amazon_linux_2""
  bundle_id   = ""nano_1_0""

  user_data = <<EOF
#!/bin/bash
sudo yum update -y
sudo amazon-linux-extras install postgresql13 -y
sudo systemctl enable postgresql-13
sudo systemctl start postgresql-13
sudo -u postgres psql -c ""CREATE DATABASE mydatabase;""
sudo -u postgres psql -c ""CREATE USER myuser WITH PASSWORD 'mypassword';""
sudo -u postgres psql -c ""GRANT ALL PRIVILEGES ON DATABASE mydatabase TO myuser;""
EOF
}
```",True,Failure,No error,"Rule violation found. OPA complete output logged here: {'result': [{'expressions': [{'value': {'terraform': {'validation': {'has_valid_lightsail_database': False}}}, 'text': 'data', 'location': {'row': 1, 'col': 1}}]}]}",
"aws_lightsail_disk, aws_availability_zones",create a Lightsail Disk resource,"package terraform.validation

default has_valid_lightsail_disk = false

# Rule for aws_lightsail_disk resource with specific arguments
has_valid_lightsail_disk {
    some i
    resource := input.planned_values.root_module.resources[i]
    resource.type == ""aws_lightsail_disk""
    resource.values.name
    resource.values.size_in_gb
    resource.values.availability_zone
}",2,"provider ""aws"" {
  region     = ""us-east-1""
}

data ""aws_availability_zones"" ""available"" {
  state = ""available""

  filter {
    name   = ""opt-in-status""
    values = [""opt-in-not-required""]
  }
}

resource ""aws_lightsail_disk"" ""test"" {
  name              = ""test""
  size_in_gb        = 8
  availability_zone = data.aws_availability_zones.available.names[0]
}","have one aws_lightsail_disk resource
    with name
    with size_in_gb
    with availability_zone"," ```hcl
provider ""aws"" {
  region = ""us-east-1""
}

resource ""aws_lightsail_disk"" ""example"" {
  name        = ""example-disk""
  size_in_gb  = 32
  snapshot_id = """" # You can specify a snapshot ID if needed, otherwise leave it empty.
}
```",False,No opa_result,"
Error: Missing required argument

  on main.tf line 5, in resource ""aws_lightsail_disk"" ""example"":
   5: resource ""aws_lightsail_disk"" ""example"" {

The argument ""availability_zone"" is required, but no definition was found.

Error: Unsupported argument

  on main.tf line 8, in resource ""aws_lightsail_disk"" ""example"":
   8:   snapshot_id = """" # You can specify a snapshot ID if needed, otherwise leave it empty.

An argument named ""snapshot_id"" is not expected here.
",None,Terraform plan failed.
aws_lightsail_certificate,Provides a lightsail certificate.,"package terraform.validation

default has_valid_lightsail_certificate = false

# Rule for aws_lightsail_certificate resource with specific arguments
has_valid_lightsail_certificate {
    some i
    resource := input.planned_values.root_module.resources[i]
    resource.type == ""aws_lightsail_certificate""
    resource.values.name
    resource.values.domain_name
}",1,"resource ""aws_lightsail_certificate"" ""test"" {
  name                      = ""test""
  domain_name               = ""testdomain.com""
  subject_alternative_names = [""www.testdomain.com""]
}","have one aws_lightsail_certificate
    with name
    with domain_name"," ```hcl
provider ""aws"" {
  region = ""us-east-1""
}

resource ""aws_lightsail_certificate"" ""example"" {
  name        = ""example-cert""
  domain_name = ""example.com""
  certificate_chain = file(""${path.module}/certificate_chain.pem"")
  private_key   = file(""${path.module}/private_key.pem"")
}
```",False,No opa_result,"
Error: Unsupported argument

  on main.tf line 8, in resource ""aws_lightsail_certificate"" ""example"":
   8:   certificate_chain = file(""${path.module}/certificate_chain.pem"")

An argument named ""certificate_chain"" is not expected here.

Error: Unsupported argument

  on main.tf line 9, in resource ""aws_lightsail_certificate"" ""example"":
   9:   private_key   = file(""${path.module}/private_key.pem"")

An argument named ""private_key"" is not expected here.
",None,Terraform plan failed.
aws_glacier_vault,an S3 Glacier vault for long-term data archiving,"package terraform.validation

default is_valid_glacier_vault = false

# Rule to validate if there is at least one aws_glacier_vault resource with a name attribute
is_valid_glacier_vault {
    # Find a resource that is of type aws_glacier_vault
    resource := input.planned_values.root_module.resources[_]
    resource.type == ""aws_glacier_vault""

    # Check that the resource has a name attribute
    has_value(resource.values.name)
}

# Helper function to check if a value exists (not null)
has_value(value) {
    not is_null(value)
}",1,"provider ""aws"" {
  region = ""us-east-1""  # Replace with your desired AWS region
}

resource ""aws_glacier_vault"" ""example"" {
  name = ""my-glacier-vault""
}","has one ""aws_glacier_vault"" resource
     with ""name"" attribute"," ```hcl
provider ""aws"" {
  region = ""us-east-1""
}

resource ""aws_s3_bucket"" ""archive_bucket"" {
  bucket = ""long-term-data-archive""
  force_destroy = true

  lifecycle_rule {
    id      = ""archive-to-glacier""
    enabled = true

    transition {
      days          = 365 * 4
      storage_class = ""GLACIER""
    }
  }
}
```",True,Failure,No error,"Rule violation found. OPA complete output logged here: {'result': [{'expressions': [{'value': {'terraform': {'validation': {'is_valid_glacier_vault': False}}}, 'text': 'data', 'location': {'row': 1, 'col': 1}}]}]}",
aws_glacier_vault,generate a aws storage for long term data and backup,"package terraform.validation

default is_valid_glacier_vault = false

# Rule to validate if there is at least one aws_glacier_vault resource with a name attribute
is_valid_glacier_vault {
    # Find a resource that is of type aws_glacier_vault
    resource := input.planned_values.root_module.resources[_]
    resource.type == ""aws_glacier_vault""

    # Check that the resource has a name attribute
    has_value(resource.values.name)
}

# Helper function to check if a value exists (not null)
has_value(value) {
    not is_null(value)
}",1,"provider ""aws"" {
  region = ""us-east-1""  # Replace with your desired AWS region
}

resource ""aws_glacier_vault"" ""example"" {
  name = ""my-glacier-vault""
}","has one ""aws_glacier_vault"" resource
     with ""name"" attribute"," ```hcl
provider ""aws"" {
  region = ""us-east-1""
}

resource ""aws_s3_bucket"" ""long_term_backup"" {
  bucket = ""long-term-backup-bucket""
  acl    = ""private""

  tags = {
    Name        = ""Long Term Backup Bucket""
    Environment = ""Production""
  }
}

resource ""aws_iam_role"" ""backup_role"" {
  name = ""backup_role""

  assume_role_policy = jsonencode({
    Version = ""2012-10-17""
    Statement = [
      {
        Action = ""sts:AssumeRole""
        Effect = ""Allow""
        Principal = {
          Service = ""s3.amazonaws.com""
        }
      }
    ]
  })
}

resource ""aws_iam_role_policy"" ""backup_policy"" {
  name = ""backup_policy""
  role = aws_iam_role.backup_role.name

  policy = jsonencode({
    Version = ""2012-10-17""
    Statement = [
      {
        Action = [""s3:GetBucketLocation"", ""s3:ListBucket""]
        Effect   = ""Allow""
        Resource = aws_s3_bucket.long_term_backup.arn
      },
      {
        Action = [""s3:PutObject"", ""s3:GetObject"", ""s3:DeleteObject""]
        Effect   = ""Allow""
        Resource = ""${aws_s3_bucket.long_term_backup.arn}/*""
      }
    ]
  })
}
```",True,Failure,No error,"Rule violation found. OPA complete output logged here: {'result': [{'expressions': [{'value': {'terraform': {'validation': {'is_valid_glacier_vault': False}}}, 'text': 'data', 'location': {'row': 1, 'col': 1}}]}]}",
"aws_glacier_vault, aws_sns_topic",generage an S3 Glacier vault that pushes notification when archive retrieval completed,"package terraform.validation

default is_valid_terraform_plan = false

# Rule to check for an AWS Glacier Vault resource with 'name' and 'notification' attributes
is_valid_glacier_vault {
    resource := input.planned_values.root_module.resources[_]
    resource.type == ""aws_glacier_vault""
    not is_null(resource.values.name)
    not is_null(resource.values.notification)
}

# Rule to check for the existence of an AWS SNS Topic resource with 'name' attribute
is_valid_sns_topic {
    resource := input.planned_values.root_module.resources[_]
    resource.type == ""aws_sns_topic""
    not is_null(resource.values.name)
}

# Combined rule to validate the entire Terraform plan
is_valid_terraform_plan {
    is_valid_glacier_vault
    is_valid_sns_topic
}",2,"provider ""aws"" {
  region     = ""us-east-1""
}

# Create an SNS topic for notifications
resource ""aws_sns_topic"" ""glacier_notifications"" {
  name = ""glacier-archive-retrieval-notifications""
}

# Create an S3 Glacier Vault
resource ""aws_glacier_vault"" ""my_archive"" {
  name = ""MyArchive""

  notification {
    sns_topic = aws_sns_topic.glacier_notifications.arn
    events    = [""ArchiveRetrievalCompleted""]
  }
}","has one ""aws_glacier_vault"" resource
     with ""name"" attribute
     with notification attribute
        with sns_topic attribute
        with events attribute

has one aws_sns_topic resources
    with name attribute"," ```hcl
provider ""aws"" {
  region = ""us-east-1"" # You can change this to your desired region
}

resource ""aws_s3_bucket"" ""example"" {
  bucket = ""your-unique-bucket-name""
}

resource ""aws_sns_topic"" ""archive_notification"" {
  name = ""archive-retrieval-notification""
}

resource ""aws_s3_bucket_notification"" ""example"" {
  bucket = aws_s3_bucket.example.id

  lambda_function {
    lambda_function_arn = aws_lambda_function.example.arn
    events              = [""s3:ObjectCreated:*""]
  }
}

resource ""aws_iam_role"" ""lambda_exec"" {
  name = ""lambda_execution_role""

  assume_role_policy = jsonencode({
    Version = ""2012-10-17"",
    Statement = [
      {
        Action = ""sts:AssumeRole"",
        Principal = {
          Service = ""lambda.amazonaws.com""
        },
        Effect = ""Allow""
      }
    ]
  })
}

resource ""aws_lambda_function"" ""example"" {
  filename         = ""your-lambda-function.zip""
  function_name    = ""S3EventFunction""
  role             = aws_iam_role.lambda_exec.arn
  handler          = ""index.lambda_handler""
  runtime          = ""python3.8""
}
```",True,Failure,No error,"Rule violation found. OPA complete output logged here: {'result': [{'expressions': [{'value': {'terraform': {'validation': {'is_valid_sns_topic': True, 'is_valid_terraform_plan': False}}}, 'text': 'data', 'location': {'row': 1, 'col': 1}}]}]}",
aws_db_instance,create a basic AWS RDS instance,"package terraform.validation

default is_valid_db_instance = false

# Rule to check if a valid aws_db_instance exists
is_valid_db_instance {
	resource := input.configuration.root_module.resources[_]
	resource.type == ""aws_db_instance""
	has_required_db_arguments
}

# Helper rule to check if all required arguments are present and valid
has_required_db_arguments {
	resource := input.configuration.root_module.resources[_]
	resource.type == ""aws_db_instance""
	requirement1(resource.expressions)
	requirement2(resource.expressions)
    requirement3(resource.expressions)
}

# 1, allocated_storage and engine or snapshot_identifier or replace_source_db
requirement1(expressions) {
	expressions.allocated_storage
	expressions.engine
    expressions.username
	is_valid_engine(expressions.engine.constant_value)
}

requirement1(expressions) {
	expressions.snapshot_identifier
}

requirement1(expressions) {
	expressions.replicate_source_db
}

requirement2(expressions) {
	expressions.instance_class
	is_valid_instance_class(expressions.instance_class.constant_value)
}

requirement3(expressions) {
	expressions.password
}

requirement3(expressions) {
	expressions.manage_master_user_password
}

requirement3(expressions) {
	expressions.snapshot_identifier
}

requirement3(expressions) {
	expressions.replicate_source_db
}

requirement3(expressions) {
	expressions.manage_master_user_password
}

# Helper rule to validate engine value
is_valid_engine(engine) {
	engine_set := {
        ""mysql"",
        ""postgres"",
        ""mariadb"",
        ""oracle-se"",
        ""oracle-se1"",
        ""oracle-se2"",
        ""oracle-ee"",
        ""sqlserver-ee"",
        ""sqlserver-se"",
        ""sqlserver-ex"",
        ""sqlserver-web""
    }
	engine_set[engine]
}

# Helper rule to validate instance class type
is_valid_instance_class(instance_class) {
	instance_class_starts_with(instance_class, ""db."")
}

# Helper rule to check prefix of instance class
instance_class_starts_with(instance_class, prefix) {
	startswith(instance_class, prefix)
}

",2,"# Define the provider block for AWS
provider ""aws"" {
  region = ""us-east-2"" # Set your desired AWS region
}

resource ""aws_db_instance"" ""default"" {
  allocated_storage    = 10
  db_name              = ""mydb""
  engine               = ""mysql""
  engine_version       = ""5.7""
  instance_class       = ""db.t3.micro""
  username             = ""foo""
  password             = ""foobarbaz""
  parameter_group_name = ""default.mysql5.7""
  skip_final_snapshot  = true
}","Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" and a valid engine value
    with one ""instance_class"" and a valid instance class type
    with one ""password""
    with one ""username"""," ```hcl
provider ""aws"" {
  region = ""us-east-1""
}

resource ""aws_db_instance"" ""example"" {
  allocated_storage    = 20
  engine               = ""mysql""
  engine_version       = ""5.7""
  instance_class       = ""db.t2.micro""
  name                 = ""mydatabase""
  username             = ""admin""
  password             = ""password123!""
  skip_final_snapshot  = true
}
```",False,No opa_result,"
Error: Unsupported argument

  on main.tf line 10, in resource ""aws_db_instance"" ""example"":
  10:   name                 = ""mydatabase""

An argument named ""name"" is not expected here.
",None,Terraform plan failed.
aws_db_instance,create a basic AWS SQL database,"package terraform.validation

default is_valid_db_instance = false

# Rule to check if a valid aws_db_instance exists
is_valid_db_instance {
        resource := input.configuration.root_module.resources[_]
        resource.type == ""aws_db_instance""
        has_required_db_arguments
}

# Helper rule to check if all required arguments are present and valid
has_required_db_arguments {
        resource := input.configuration.root_module.resources[_]
        resource.type == ""aws_db_instance""
        requirement1(resource.expressions)
        requirement2(resource.expressions)
    requirement3(resource.expressions)
}

# 1, allocated_storage and engine or snapshot_identifier or replace_source_db
requirement1(expressions) {
        expressions.allocated_storage
        expressions.engine.constant_value == ""mysql""
    expressions.username
        is_valid_engine(expressions.engine.constant_value)
}

requirement2(expressions) {
        expressions.instance_class
        is_valid_instance_class(expressions.instance_class.constant_value)
}

requirement3(expressions) {
        expressions.password
}

requirement3(expressions) {
        expressions.manage_master_user_password
}

requirement3(expressions) {
        expressions.snapshot_identifier
}

requirement3(expressions) {
        expressions.replicate_source_db
}

requirement3(expressions) {
        expressions.manage_master_user_password
}

# Helper rule to validate engine value
is_valid_engine(engine) {
        engine_set := {
        ""mysql"",
        ""postgres"",
        ""mariadb"",
        ""oracle-se"",
        ""oracle-se1"",
        ""oracle-se2"",
        ""oracle-ee"",
        ""sqlserver-ee"",
        ""sqlserver-se"",
        ""sqlserver-ex"",
        ""sqlserver-web""
    }
        engine_set[engine]
}

# Helper rule to validate instance class type
is_valid_instance_class(instance_class) {
        instance_class_starts_with(instance_class, ""db."")
}

# Helper rule to check prefix of instance class
instance_class_starts_with(instance_class, prefix) {
        startswith(instance_class, prefix)
}

",1,"resource ""aws_db_instance"" ""default"" {
  allocated_storage    = 10
  engine               = ""mysql""
  instance_class       = ""db.t3.micro""
  username             = ""foo""
  password             = ""foobarbaz""
}","Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" and a valid engine value
    with one ""instance_class"" and a valid instance class type
    with one ""password""
    with one ""username"""," ```hcl
provider ""aws"" {
  region = ""us-west-2"" # Example region
}

resource ""aws_db_instance"" ""example"" {
  identifier             = ""terraform-example""
  engine                 = ""mysql""
  engine_version         = ""5.7""
  instance_class         = ""db.t2.micro""
  allocated_storage      = 20
  storage_type           = ""gp2""
  username               = ""admin""
  password               = ""password""
  parameter_group_name   = ""default.mysql5.7""
  skip_final_snapshot    = true
}
```",True,Success,No error,No error,
aws_db_instance,Create a db.t4g.large AWS PostgresSQL,"package terraform.validation

default is_valid_db_instance = false

# Rule to check if a valid aws_db_instance exists
is_valid_db_instance {
        resource := input.configuration.root_module.resources[_]
        resource.type == ""aws_db_instance""
        has_required_db_arguments
}

# Helper rule to check if all required arguments are present and valid
has_required_db_arguments {
        resource := input.configuration.root_module.resources[_]
        resource.type == ""aws_db_instance""
        requirement1(resource.expressions)
        requirement2(resource.expressions)
    requirement3(resource.expressions)
}

# 1, allocated_storage and engine or snapshot_identifier or replace_source_db
requirement1(expressions) {
        expressions.allocated_storage.constant_value >= 20
        expressions.engine.constant_value == ""postgres""
    expressions.username
        is_valid_engine(expressions.engine.constant_value)
}

requirement2(expressions) {
        expressions.instance_class.constant_value == ""db.t4g.large""
        is_valid_instance_class(expressions.instance_class.constant_value)
}

requirement3(expressions) {
        expressions.password
}

requirement3(expressions) {
        expressions.manage_master_user_password
}

requirement3(expressions) {
        expressions.snapshot_identifier
}

requirement3(expressions) {
        expressions.replicate_source_db
}

requirement3(expressions) {
        expressions.manage_master_user_password
}

# Helper rule to validate engine value
is_valid_engine(engine) {
        engine_set := {
        ""mysql"",
        ""postgres"",
        ""mariadb"",
        ""oracle-se"",
        ""oracle-se1"",
        ""oracle-se2"",
        ""oracle-ee"",
        ""sqlserver-ee"",
        ""sqlserver-se"",
        ""sqlserver-ex"",
        ""sqlserver-web""
    }
        engine_set[engine]
}

# Helper rule to validate instance class type
is_valid_instance_class(instance_class) {
        instance_class_starts_with(instance_class, ""db."")
}

# Helper rule to check prefix of instance class
instance_class_starts_with(instance_class, prefix) {
        startswith(instance_class, prefix)
}

",1,"resource ""aws_db_instance"" ""default"" {
  allocated_storage    = 20
  engine               = ""postgres""
  instance_class       = ""db.t4g.large""
  username             = ""foo""
  password             = ""foobarbaz""
}","Has one ""aws_db_instance"" resource
with one ""allocated_storage"" minimun value is 20
with one ""engine"" with value ""postgres""
with one ""instance_class"" with value ""db.t4g.large""
with one ""password""
with one ""username"""," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_db_instance"" ""example"" {
  allocated_storage    = 10
  engine               = ""postgres""
  engine_version       = ""14.5""
  instance_class       = ""db.t4g.large""
  name                 = ""mydatabase""
  username             = ""admin""
  password             = ""password""
  skip_final_snapshot  = true
}
```",False,No opa_result,"
Error: Unsupported argument

  on main.tf line 10, in resource ""aws_db_instance"" ""example"":
  10:   name                 = ""mydatabase""

An argument named ""name"" is not expected here.
",None,Terraform plan failed.
aws_db_instance,create a memory optimized PostgresSQL,"package terraform.validation

default is_valid_db_instance = false

# Rule to check if a valid aws_db_instance exists
is_valid_db_instance {
        resource := input.configuration.root_module.resources[_]
        resource.type == ""aws_db_instance""
        has_required_db_arguments
}

# Helper rule to check if all required arguments are present and valid
has_required_db_arguments {
        resource := input.configuration.root_module.resources[_]
        resource.type == ""aws_db_instance""
        requirement1(resource.expressions)
        requirement2(resource.expressions)
    requirement3(resource.expressions)
}

# 1, allocated_storage and engine or snapshot_identifier or replace_source_db
requirement1(expressions) {
        expressions.allocated_storage.constant_value >= 20
        expressions.engine.constant_value == ""postgres""
    expressions.username
        is_valid_engine(expressions.engine.constant_value)
}

requirement2(expressions) {
        expressions.instance_class
        is_valid_instance_class(expressions.instance_class.constant_value)
}

requirement3(expressions) {
        expressions.password
}

requirement3(expressions) {
        expressions.manage_master_user_password
}

requirement3(expressions) {
        expressions.snapshot_identifier
}

requirement3(expressions) {
        expressions.replicate_source_db
}

requirement3(expressions) {
        expressions.manage_master_user_password
}

# Helper rule to validate engine value
is_valid_engine(engine) {
        engine_set := {
        ""mysql"",
        ""postgres"",
        ""mariadb"",
        ""oracle-se"",
        ""oracle-se1"",
        ""oracle-se2"",
        ""oracle-ee"",
        ""sqlserver-ee"",
        ""sqlserver-se"",
        ""sqlserver-ex"",
        ""sqlserver-web""
    }
        engine_set[engine]
}

# Helper rule to validate instance class type
is_valid_instance_class(instance_class) {
        instance_class_starts_with(instance_class, ""db."")
}

# Helper rule to check prefix of instance class
instance_class_starts_with(instance_class, prefix) {
        startswith(instance_class, prefix)
}

",1,"resource ""aws_db_instance"" ""default"" {
  allocated_storage    = 20
  engine               = ""postgres""
  instance_class       = ""db.z1d.micro""
  username             = ""foo""
  password             = ""foobarbaz""
}","Has one ""aws_db_instance"" resource
with one ""allocated_storage"" minimun value is 20
with one ""engine"" with value ""postgres""
with one ""instance_class"" with valid memory-optimized class
with one ""password""
with one ""username"""," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_db_instance"" ""example"" {
  allocated_storage    = 10 # Adjust based on your needs
  engine               = ""postgres""
  engine_version       = ""13.4""
  instance_class       = ""db.r5.large"" # Memory optimized instance class
  name                 = ""mydatabase""
  username             = ""admin""
  password             = ""password""
  parameter_group_name = ""default.postgres13""
  skip_final_snapshot  = true
}
```",False,No opa_result,"
Error: Unsupported argument

  on main.tf line 10, in resource ""aws_db_instance"" ""example"":
  10:   name                 = ""mydatabase""

An argument named ""name"" is not expected here.
",None,Terraform plan failed.
aws_db_instance,Create an AWS mySQL instance. Any changes on it will be applied immediately,"package terraform.validation

default is_valid_db_instance = false

# Rule to check if a valid aws_db_instance exists
is_valid_db_instance {
	resource := input.configuration.root_module.resources[_]
	resource.type == ""aws_db_instance""
	has_required_db_arguments
}

# Helper rule to check if all required arguments are present and valid
has_required_db_arguments {
	resource := input.configuration.root_module.resources[_]
	resource.type == ""aws_db_instance""
	requirement1(resource.expressions)
	requirement2(resource.expressions)
    requirement3(resource.expressions)
    resource.expressions.apply_immediately.constant_value == true
}

# 1, allocated_storage and engine or snapshot_identifier or replace_source_db
requirement1(expressions) {
	expressions.allocated_storage
	expressions.engine
    expressions.username
	is_valid_engine(expressions.engine.constant_value)
}

requirement1(expressions) {
	expressions.snapshot_identifier
}

requirement1(expressions) {
	expressions.replicate_source_db
}

requirement2(expressions) {
	expressions.instance_class
	is_valid_instance_class(expressions.instance_class.constant_value)
}

requirement3(expressions) {
	expressions.password
}

requirement3(expressions) {
	expressions.manage_master_user_password
}

requirement3(expressions) {
	expressions.snapshot_identifier
}

requirement3(expressions) {
	expressions.replicate_source_db
}

requirement3(expressions) {
	expressions.manage_master_user_password
}

# Helper rule to validate engine value
is_valid_engine(engine) {
	engine_set := {
        ""mysql"",
        ""postgres"",
        ""mariadb"",
        ""oracle-se"",
        ""oracle-se1"",
        ""oracle-se2"",
        ""oracle-ee"",
        ""sqlserver-ee"",
        ""sqlserver-se"",
        ""sqlserver-ex"",
        ""sqlserver-web""
    }
	engine_set[engine]
}

# Helper rule to validate instance class type
is_valid_instance_class(instance_class) {
	instance_class_starts_with(instance_class, ""db."")
}

# Helper rule to check prefix of instance class
instance_class_starts_with(instance_class, prefix) {
	startswith(instance_class, prefix)
}

",2,"# Define the provider block for AWS
provider ""aws"" {
  region = ""us-east-2"" # Set your desired AWS region
}

resource ""aws_db_instance"" ""default"" {
  allocated_storage    = 20
  engine               = ""mysql""
  instance_class       = ""db.z1d.micro""
  username             = ""foo""
  password             = ""foobarbaz""
  apply_immediately = true
}","Has one ""aws_db_instance"" resource
with one ""allocated_storage""
with one ""engine"" with value ""mysql""
with one ""instance_class"" 
with one ""password""
with one ""username""
with one ""apply_immediately"" set to true"," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_db_instance"" ""example"" {
  allocated_storage    = 10
  engine               = ""mysql""
  engine_version       = ""5.7""
  instance_class       = ""db.t2.micro""
  name                 = ""mydb""
  username             = ""admin""
  password             = ""password""
  parameter_group_name = ""default.mysql5.7""
  skip_final_snapshot  = true
}
```",False,No opa_result,"
Error: Unsupported argument

  on main.tf line 10, in resource ""aws_db_instance"" ""example"":
  10:   name                 = ""mydb""

An argument named ""name"" is not expected here.
",None,Terraform plan failed.
aws_db_instance,Create an AWS mySQL instance that skips the final snapshot,"package terraform.validation

default is_valid_db_instance = false

# Rule to check if a valid aws_db_instance exists
is_valid_db_instance {
        resource := input.configuration.root_module.resources[_]
        resource.type == ""aws_db_instance""
        has_required_db_arguments
}

# Helper rule to check if all required arguments are present and valid
has_required_db_arguments {
        resource := input.configuration.root_module.resources[_]
        resource.type == ""aws_db_instance""
        requirement1(resource.expressions)
        requirement2(resource.expressions)
    requirement3(resource.expressions)
    resource.expressions.skip_final_snapshot.constant_value == true
}

# 1, allocated_storage and engine or snapshot_identifier or replace_source_db
requirement1(expressions) {
        expressions.allocated_storage
        expressions.engine
    expressions.username
        is_valid_engine(expressions.engine.constant_value)
}

requirement1(expressions) {
        expressions.snapshot_identifier
}

requirement1(expressions) {
        expressions.replicate_source_db
}

requirement2(expressions) {
        expressions.instance_class
        is_valid_instance_class(expressions.instance_class.constant_value)
}

requirement3(expressions) {
        expressions.password
}

requirement3(expressions) {
        expressions.manage_master_user_password
}

requirement3(expressions) {
        expressions.snapshot_identifier
}

requirement3(expressions) {
        expressions.replicate_source_db
}

requirement3(expressions) {
        expressions.manage_master_user_password
}

# Helper rule to validate engine value
is_valid_engine(engine) {
        engine_set := {
        ""mysql"",
        ""postgres"",
        ""mariadb"",
        ""oracle-se"",
        ""oracle-se1"",
        ""oracle-se2"",
        ""oracle-ee"",
        ""sqlserver-ee"",
        ""sqlserver-se"",
        ""sqlserver-ex"",
        ""sqlserver-web""
    }
        engine_set[engine]
}

# Helper rule to validate instance class type
is_valid_instance_class(instance_class) {
        instance_class_starts_with(instance_class, ""db."")
}

# Helper rule to check prefix of instance class
instance_class_starts_with(instance_class, prefix) {
        startswith(instance_class, prefix)
}

",1,"resource ""aws_db_instance"" ""default"" {
  allocated_storage    = 20
  engine               = ""mysql""
  instance_class       = ""db.z1d.micro""
  username             = ""foo""
  password             = ""foobarbaz""
  skip_final_snapshot = true
}","Has one ""aws_db_instance"" resource
with one ""allocated_storage""
with one ""engine"" with value ""mysql""
with one ""instance_class"" 
with one ""password""
with one ""username""
with one ""skip_final_snapshot"" set to true"," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_db_instance"" ""my_sql_instance"" {
  allocated_storage    = 20
  engine               = ""mysql""
  engine_version       = ""5.7""
  instance_class       = ""db.t3.micro""
  name                 = ""mydatabase""
  username             = ""admin""
  password             = ""password123!""
  parameter_group_name = ""default.mysql5.7""
  skip_final_snapshot  = true
}
```",False,No opa_result,"
Error: Unsupported argument

  on main.tf line 10, in resource ""aws_db_instance"" ""my_sql_instance"":
  10:   name                 = ""mydatabase""

An argument named ""name"" is not expected here.
",None,Terraform plan failed.
